Região Geográfica,Unidade da Federação,Faixa de Proeficiência,Total_Desempenho,Idade,Quantidade,area
Centro-Oeste,Distrito Federal,>1.001,0.0,24,0.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Rondônia,0 -100,17.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Rondônia,101-200,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Rondônia,201-300,56.0,25,2.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Rondônia,301-400,2066.0,25,37.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Rondônia,401-500,9502.0,25,142.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Rondônia,501-600,11019.0,25,147.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Rondônia,601-700,1729.0,25,33.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Rondônia,701-800,16.0,25,2.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Rondônia,801-900,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Rondônia,901-1.000,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Rondônia,>1.001,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Acre,0 -100,21.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Acre,101-200,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Acre,201-300,39.0,25,1.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Acre,301-400,1240.0,25,14.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Acre,401-500,5959.0,25,117.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Acre,501-600,7445.0,25,142.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Acre,601-700,1271.0,25,41.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Acre,701-800,12.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Acre,801-900,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Acre,901-1.000,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Acre,>1.001,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Amazonas,0 -100,88.0,25,3.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Amazonas,101-200,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Amazonas,201-300,167.0,25,2.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Amazonas,301-400,5444.0,25,76.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Amazonas,401-500,20772.0,25,358.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Amazonas,501-600,21735.0,25,414.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Amazonas,601-700,3848.0,25,100.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Amazonas,701-800,41.0,25,1.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Amazonas,801-900,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Amazonas,901-1.000,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Amazonas,>1.001,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Roraima,0 -100,9.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Roraima,101-200,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Roraima,201-300,9.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Roraima,301-400,400.0,25,4.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Roraima,401-500,2161.0,25,25.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Roraima,501-600,3275.0,25,38.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Roraima,601-700,722.0,25,10.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Roraima,701-800,6.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Roraima,801-900,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Roraima,901-1.000,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Roraima,>1.001,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Pará,0 -100,105.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Pará,101-200,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Pará,201-300,449.0,25,9.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Pará,301-400,17040.0,25,310.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Pará,401-500,69751.0,25,1266.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Pará,501-600,64613.0,25,1165.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Pará,601-700,10493.0,25,216.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Pará,701-800,182.0,25,2.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Pará,801-900,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Pará,901-1.000,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Pará,>1.001,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Amapá,0 -100,16.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Amapá,101-200,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Amapá,201-300,67.0,25,1.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Amapá,301-400,1841.0,25,44.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Amapá,401-500,7605.0,25,157.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Amapá,501-600,8399.0,25,166.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Amapá,601-700,1355.0,25,27.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Amapá,701-800,18.0,25,1.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Amapá,801-900,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Amapá,901-1.000,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Amapá,>1.001,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Tocantis,0 -100,17.0,25,1.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Tocantis,101-200,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Tocantis,201-300,58.0,25,4.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Tocantis,301-400,2251.0,25,23.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Tocantis,401-500,9223.0,25,98.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Tocantis,501-600,10168.0,25,96.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Tocantis,601-700,1778.0,25,26.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Tocantis,701-800,26.0,25,1.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Tocantis,801-900,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Tocantis,901-1.000,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Norte,Tocantis,>1.001,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Maranhão,0 -100,106.0,25,4.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Maranhão,101-200,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Maranhão,201-300,341.0,25,2.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Maranhão,301-400,13902.0,25,186.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Maranhão,401-500,51552.0,25,644.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Maranhão,501-600,45927.0,25,669.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Maranhão,601-700,7316.0,25,180.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Maranhão,701-800,122.0,25,5.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Maranhão,801-900,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Maranhão,901-1.000,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Maranhão,>1.001,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Piauí,0 -100,61.0,25,1.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Piauí,101-200,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Piauí,201-300,193.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Piauí,301-400,7782.0,25,117.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Piauí,401-500,30117.0,25,437.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Piauí,501-600,28505.0,25,375.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Piauí,601-700,6327.0,25,120.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Piauí,701-800,187.0,25,2.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Piauí,801-900,1.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Piauí,901-1.000,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Piauí,>1.001,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Ceará,0 -100,128.0,25,5.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Ceará,101-200,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Ceará,201-300,433.0,25,4.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Ceará,301-400,16650.0,25,81.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Ceará,401-500,62368.0,25,509.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Ceará,501-600,81498.0,25,869.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Ceará,601-700,19654.0,25,381.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Ceará,701-800,434.0,25,12.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Ceará,801-900,1.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Ceará,901-1.000,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Ceará,>1.001,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Rio Grande do Norte,0 -100,52.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Rio Grande do Norte,101-200,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Rio Grande do Norte,201-300,135.0,25,5.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Rio Grande do Norte,301-400,4857.0,25,132.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Rio Grande do Norte,401-500,25205.0,25,537.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Rio Grande do Norte,501-600,35387.0,25,788.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Rio Grande do Norte,601-700,9385.0,25,230.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Rio Grande do Norte,701-800,204.0,25,7.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Rio Grande do Norte,801-900,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Rio Grande do Norte,901-1.000,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Rio Grande do Norte,>1.001,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Paraíba,0 -100,61.0,25,2.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Paraíba,101-200,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Paraíba,201-300,168.0,25,4.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Paraíba,301-400,7197.0,25,123.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Paraíba,401-500,33733.0,25,569.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Paraíba,501-600,41090.0,25,709.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Paraíba,601-700,9069.0,25,196.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Paraíba,701-800,200.0,25,7.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Paraíba,801-900,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Paraíba,901-1.000,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Paraíba,>1.001,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Pernambuco,0 -100,157.0,25,1.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Pernambuco,101-200,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Pernambuco,201-300,282.0,25,3.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Pernambuco,301-400,10584.0,25,122.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Pernambuco,401-500,55018.0,25,659.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Pernambuco,501-600,73747.0,25,1064.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Pernambuco,601-700,16639.0,25,367.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Pernambuco,701-800,312.0,25,14.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Pernambuco,801-900,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Pernambuco,901-1.000,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Pernambuco,>1.001,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Alagoas,0 -100,43.0,25,2.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Alagoas,101-200,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Alagoas,201-300,143.0,25,2.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Alagoas,301-400,5424.0,25,92.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Alagoas,401-500,23218.0,25,429.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Alagoas,501-600,25009.0,25,426.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Alagoas,601-700,5007.0,25,128.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Alagoas,701-800,85.0,25,2.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Alagoas,801-900,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Alagoas,901-1.000,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Alagoas,>1.001,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Sergipe,0 -100,28.0,25,1.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Sergipe,101-200,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Sergipe,201-300,91.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Sergipe,301-400,4229.0,25,73.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Sergipe,401-500,17717.0,25,261.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Sergipe,501-600,19947.0,25,337.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Sergipe,601-700,5133.0,25,116.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Sergipe,701-800,136.0,25,1.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Sergipe,801-900,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Sergipe,901-1.000,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Sergipe,>1.001,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Bahia,0 -100,173.0,25,3.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Bahia,101-200,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Bahia,201-300,536.0,25,12.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Bahia,301-400,19108.0,25,367.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Bahia,401-500,85614.0,25,1539.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Bahia,501-600,103699.0,25,1668.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Bahia,601-700,22039.0,25,424.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Bahia,701-800,446.0,25,7.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Bahia,801-900,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Bahia,901-1.000,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Nordeste,Bahia,>1.001,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,Minas Gerais,0 -100,171.0,25,7.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,Minas Gerais,101-200,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,Minas Gerais,201-300,272.0,25,4.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,Minas Gerais,301-400,10330.0,25,129.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,Minas Gerais,401-500,67784.0,25,878.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,Minas Gerais,501-600,141674.0,25,1889.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,Minas Gerais,601-700,43358.0,25,821.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,Minas Gerais,701-800,1059.0,25,30.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,Minas Gerais,801-900,1.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,Minas Gerais,901-1.000,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,Minas Gerais,>1.001,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,Espirito Santo,0 -100,43.0,25,1.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,Espirito Santo,101-200,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,Espirito Santo,201-300,73.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,Espirito Santo,301-400,2259.0,25,31.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,Espirito Santo,401-500,14613.0,25,196.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,Espirito Santo,501-600,27707.0,25,336.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,Espirito Santo,601-700,7448.0,25,105.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,Espirito Santo,701-800,165.0,25,3.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,Espirito Santo,801-900,1.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,Espirito Santo,901-1.000,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,Espirito Santo,>1.001,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,Rio de Janeiro,0 -100,151.0,25,1.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,Rio de Janeiro,101-200,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,Rio de Janeiro,201-300,266.0,25,4.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,Rio de Janeiro,301-400,8597.0,25,131.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,Rio de Janeiro,401-500,50546.0,25,702.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,Rio de Janeiro,501-600,103178.0,25,1326.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,Rio de Janeiro,601-700,32133.0,25,535.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,Rio de Janeiro,701-800,677.0,25,20.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,Rio de Janeiro,801-900,3.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,Rio de Janeiro,901-1.000,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,Rio de Janeiro,>1.001,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,São Paulo,0 -100,302.0,25,3.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,São Paulo,101-200,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,São Paulo,201-300,484.0,25,8.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,São Paulo,301-400,12660.0,25,141.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,São Paulo,401-500,91462.0,25,897.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,São Paulo,501-600,248227.0,25,2116.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,São Paulo,601-700,76569.0,25,906.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,São Paulo,701-800,1558.0,25,33.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,São Paulo,801-900,1.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,São Paulo,901-1.000,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Sudeste,São Paulo,>1.001,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Sul,Paraná,0 -100,81.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Sul,Paraná,101-200,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Sul,Paraná,201-300,147.0,25,2.0,"Linguagem, Códigos e suas Tecnologias"
Sul,Paraná,301-400,4762.0,25,45.0,"Linguagem, Códigos e suas Tecnologias"
Sul,Paraná,401-500,30660.0,25,262.0,"Linguagem, Códigos e suas Tecnologias"
Sul,Paraná,501-600,68190.0,25,589.0,"Linguagem, Códigos e suas Tecnologias"
Sul,Paraná,601-700,17690.0,25,243.0,"Linguagem, Códigos e suas Tecnologias"
Sul,Paraná,701-800,321.0,25,5.0,"Linguagem, Códigos e suas Tecnologias"
Sul,Paraná,801-900,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Sul,Paraná,901-1.000,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Sul,Paraná,>1.001,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Sul,Santa Catarina,0 -100,45.0,25,1.0,"Linguagem, Códigos e suas Tecnologias"
Sul,Santa Catarina,101-200,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Sul,Santa Catarina,201-300,48.0,25,1.0,"Linguagem, Códigos e suas Tecnologias"
Sul,Santa Catarina,301-400,2196.0,25,12.0,"Linguagem, Códigos e suas Tecnologias"
Sul,Santa Catarina,401-500,15919.0,25,142.0,"Linguagem, Códigos e suas Tecnologias"
Sul,Santa Catarina,501-600,37180.0,25,303.0,"Linguagem, Códigos e suas Tecnologias"
Sul,Santa Catarina,601-700,10543.0,25,126.0,"Linguagem, Códigos e suas Tecnologias"
Sul,Santa Catarina,701-800,194.0,25,9.0,"Linguagem, Códigos e suas Tecnologias"
Sul,Santa Catarina,801-900,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Sul,Santa Catarina,901-1.000,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Sul,Santa Catarina,>1.001,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Sul,Rio Grande do Sul,0 -100,85.0,25,3.0,"Linguagem, Códigos e suas Tecnologias"
Sul,Rio Grande do Sul,101-200,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Sul,Rio Grande do Sul,201-300,120.0,25,1.0,"Linguagem, Códigos e suas Tecnologias"
Sul,Rio Grande do Sul,301-400,4029.0,25,65.0,"Linguagem, Códigos e suas Tecnologias"
Sul,Rio Grande do Sul,401-500,28857.0,25,429.0,"Linguagem, Códigos e suas Tecnologias"
Sul,Rio Grande do Sul,501-600,65212.0,25,856.0,"Linguagem, Códigos e suas Tecnologias"
Sul,Rio Grande do Sul,601-700,19673.0,25,317.0,"Linguagem, Códigos e suas Tecnologias"
Sul,Rio Grande do Sul,701-800,443.0,25,15.0,"Linguagem, Códigos e suas Tecnologias"
Sul,Rio Grande do Sul,801-900,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Sul,Rio Grande do Sul,901-1.000,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Sul,Rio Grande do Sul,>1.001,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Centro-Oeste,Mato Grosso do Sul,0 -100,33.0,25,1.0,"Linguagem, Códigos e suas Tecnologias"
Centro-Oeste,Mato Grosso do Sul,101-200,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Centro-Oeste,Mato Grosso do Sul,201-300,38.0,25,2.0,"Linguagem, Códigos e suas Tecnologias"
Centro-Oeste,Mato Grosso do Sul,301-400,2093.0,25,32.0,"Linguagem, Códigos e suas Tecnologias"
Centro-Oeste,Mato Grosso do Sul,401-500,11096.0,25,115.0,"Linguagem, Códigos e suas Tecnologias"
Centro-Oeste,Mato Grosso do Sul,501-600,16419.0,25,167.0,"Linguagem, Códigos e suas Tecnologias"
Centro-Oeste,Mato Grosso do Sul,601-700,3666.0,25,61.0,"Linguagem, Códigos e suas Tecnologias"
Centro-Oeste,Mato Grosso do Sul,701-800,60.0,25,2.0,"Linguagem, Códigos e suas Tecnologias"
Centro-Oeste,Mato Grosso do Sul,801-900,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Centro-Oeste,Mato Grosso do Sul,901-1.000,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Centro-Oeste,Mato Grosso do Sul,>1.001,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Centro-Oeste,Mato Grosso ,0 -100,31.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Centro-Oeste,Mato Grosso ,101-200,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Centro-Oeste,Mato Grosso ,201-300,106.0,25,2.0,"Linguagem, Códigos e suas Tecnologias"
Centro-Oeste,Mato Grosso ,301-400,3265.0,25,41.0,"Linguagem, Códigos e suas Tecnologias"
Centro-Oeste,Mato Grosso ,401-500,15411.0,25,164.0,"Linguagem, Códigos e suas Tecnologias"
Centro-Oeste,Mato Grosso ,501-600,21415.0,25,249.0,"Linguagem, Códigos e suas Tecnologias"
Centro-Oeste,Mato Grosso ,601-700,4066.0,25,71.0,"Linguagem, Códigos e suas Tecnologias"
Centro-Oeste,Mato Grosso ,701-800,56.0,25,1.0,"Linguagem, Códigos e suas Tecnologias"
Centro-Oeste,Mato Grosso ,801-900,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Centro-Oeste,Mato Grosso ,901-1.000,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Centro-Oeste,Mato Grosso ,>1.001,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Centro-Oeste,Goiás,0 -100,97.0,25,2.0,"Linguagem, Códigos e suas Tecnologias"
Centro-Oeste,Goiás,101-200,0.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Centro-Oeste,Goiás,201-300,206.0,25,0.0,"Linguagem, Códigos e suas Tecnologias"
Centro-Oeste,Goiás,301-400,6502.0,25,60.0,"Linguagem, Códigos e suas Tecnologias"
Centro-Oeste,Goiás,401-500,33104.0,25,259.0,"Linguagem, Códigos e suas Tecnologias"
Centro-Oeste,Goiás,501-600,51294.0,25,431.0,"Linguagem, Códigos e suas Tecnologias"
Centro-Oeste,Goiás,601-700,11462.0,25,154.0,"Linguagem, Códigos e suas Tecnologias"
Centro-Oeste,Goiás,701-800,272.0,25,4.0,"Linguagem, Códigos e suas Tecnologias"
