Região Geográfica,Unidade da Federação,Faixa de Proeficiência,Total_Desempenho,Idade,Quantidade,area
Nordeste,Bahia,201-300,4017.0,22,205.0,Redação
Nordeste,Bahia,301-400,16141.0,22,734.0,Redação
Nordeste,Bahia,401-500,27609.0,22,1304.0,Redação
Nordeste,Bahia,501-600,49984.0,22,2325.0,Redação
Nordeste,Bahia,601-700,45682.0,22,1872.0,Redação
Nordeste,Bahia,701-800,29062.0,22,977.0,Redação
Nordeste,Bahia,801-900,29114.0,22,959.0,Redação
Nordeste,Bahia,901-1.000,20796.0,22,795.0,Redação
Nordeste,Bahia,>1.001,4.0,22,0.0,Redação
Sudeste,Minas Gerais,0 -100,6.0,22,0.0,Redação
Sudeste,Minas Gerais,101-200,75.0,22,2.0,Redação
Sudeste,Minas Gerais,201-300,2581.0,22,87.0,Redação
Sudeste,Minas Gerais,301-400,12439.0,22,373.0,Redação
Sudeste,Minas Gerais,401-500,23288.0,22,699.0,Redação
Sudeste,Minas Gerais,501-600,49971.0,22,1671.0,Redação
Sudeste,Minas Gerais,601-700,53009.0,22,1664.0,Redação
Sudeste,Minas Gerais,701-800,37054.0,22,1026.0,Redação
Sudeste,Minas Gerais,801-900,41905.0,22,1240.0,Redação
Sudeste,Minas Gerais,901-1.000,36463.0,22,1232.0,Redação
Sudeste,Minas Gerais,>1.001,2.0,22,0.0,Redação
Sudeste,Espirito Santo,0 -100,3.0,22,0.0,Redação
Sudeste,Espirito Santo,101-200,22.0,22,1.0,Redação
Sudeste,Espirito Santo,201-300,564.0,22,22.0,Redação
Sudeste,Espirito Santo,301-400,2589.0,22,75.0,Redação
Sudeste,Espirito Santo,401-500,4733.0,22,132.0,Redação
Sudeste,Espirito Santo,501-600,10096.0,22,319.0,Redação
Sudeste,Espirito Santo,601-700,10842.0,22,296.0,Redação
Sudeste,Espirito Santo,701-800,7161.0,22,157.0,Redação
Sudeste,Espirito Santo,801-900,7735.0,22,158.0,Redação
Sudeste,Espirito Santo,901-1.000,6446.0,22,163.0,Redação
Sudeste,Espirito Santo,>1.001,2.0,22,0.0,Redação
Sudeste,Rio de Janeiro,0 -100,7.0,22,1.0,Redação
Sudeste,Rio de Janeiro,101-200,76.0,22,5.0,Redação
Sudeste,Rio de Janeiro,201-300,2278.0,22,84.0,Redação
Sudeste,Rio de Janeiro,301-400,10772.0,22,354.0,Redação
Sudeste,Rio de Janeiro,401-500,18953.0,22,635.0,Redação
Sudeste,Rio de Janeiro,501-600,38814.0,22,1257.0,Redação
Sudeste,Rio de Janeiro,601-700,39844.0,22,1241.0,Redação
Sudeste,Rio de Janeiro,701-800,26728.0,22,717.0,Redação
Sudeste,Rio de Janeiro,801-900,28403.0,22,731.0,Redação
Sudeste,Rio de Janeiro,901-1.000,22738.0,22,677.0,Redação
Sudeste,Rio de Janeiro,>1.001,7.0,22,0.0,Redação
Sudeste,São Paulo,0 -100,25.0,22,0.0,Redação
Sudeste,São Paulo,101-200,149.0,22,1.0,Redação
Sudeste,São Paulo,201-300,4343.0,22,94.0,Redação
Sudeste,São Paulo,301-400,21152.0,22,457.0,Redação
Sudeste,São Paulo,401-500,40625.0,22,886.0,Redação
Sudeste,São Paulo,501-600,89118.0,22,1999.0,Redação
Sudeste,São Paulo,601-700,96778.0,22,1833.0,Redação
Sudeste,São Paulo,701-800,65787.0,22,1101.0,Redação
Sudeste,São Paulo,801-900,63724.0,22,1041.0,Redação
Sudeste,São Paulo,901-1.000,38788.0,22,979.0,Redação
Sudeste,São Paulo,>1.001,7.0,22,0.0,Redação
Sul,Paraná,0 -100,5.0,22,0.0,Redação
Sul,Paraná,101-200,44.0,22,1.0,Redação
Sul,Paraná,201-300,1365.0,22,31.0,Redação
Sul,Paraná,301-400,7289.0,22,136.0,Redação
Sul,Paraná,401-500,14414.0,22,242.0,Redação
Sul,Paraná,501-600,29627.0,22,529.0,Redação
Sul,Paraná,601-700,27156.0,22,496.0,Redação
Sul,Paraná,701-800,15804.0,22,293.0,Redação
Sul,Paraná,801-900,14148.0,22,272.0,Redação
Sul,Paraná,901-1.000,8314.0,22,276.0,Redação
Sul,Paraná,>1.001,0.0,22,0.0,Redação
Sul,Santa Catarina,0 -100,2.0,22,0.0,Redação
Sul,Santa Catarina,101-200,15.0,22,0.0,Redação
Sul,Santa Catarina,201-300,569.0,22,16.0,Redação
Sul,Santa Catarina,301-400,3114.0,22,64.0,Redação
Sul,Santa Catarina,401-500,6002.0,22,100.0,Redação
Sul,Santa Catarina,501-600,13714.0,22,306.0,Redação
Sul,Santa Catarina,601-700,15154.0,22,219.0,Redação
Sul,Santa Catarina,701-800,9976.0,22,140.0,Redação
Sul,Santa Catarina,801-900,9465.0,22,142.0,Redação
Sul,Santa Catarina,901-1.000,5919.0,22,150.0,Redação
Sul,Santa Catarina,>1.001,1.0,22,0.0,Redação
Sul,Rio Grande do Sul,0 -100,4.0,22,2.0,Redação
Sul,Rio Grande do Sul,101-200,41.0,22,1.0,Redação
Sul,Rio Grande do Sul,201-300,1243.0,22,35.0,Redação
Sul,Rio Grande do Sul,301-400,6204.0,22,234.0,Redação
Sul,Rio Grande do Sul,401-500,11744.0,22,414.0,Redação
Sul,Rio Grande do Sul,501-600,25826.0,22,824.0,Redação
Sul,Rio Grande do Sul,601-700,25044.0,22,684.0,Redação
Sul,Rio Grande do Sul,701-800,16053.0,22,398.0,Redação
Sul,Rio Grande do Sul,801-900,16214.0,22,395.0,Redação
Sul,Rio Grande do Sul,901-1.000,12018.0,22,430.0,Redação
Sul,Rio Grande do Sul,>1.001,6.0,22,0.0,Redação
Centro-Oeste,Mato Grosso do Sul,0 -100,2.0,22,0.0,Redação
Centro-Oeste,Mato Grosso do Sul,101-200,19.0,22,1.0,Redação
Centro-Oeste,Mato Grosso do Sul,201-300,579.0,22,20.0,Redação
Centro-Oeste,Mato Grosso do Sul,301-400,2446.0,22,52.0,Redação
Centro-Oeste,Mato Grosso do Sul,401-500,4113.0,22,114.0,Redação
Centro-Oeste,Mato Grosso do Sul,501-600,7548.0,22,165.0,Redação
Centro-Oeste,Mato Grosso do Sul,601-700,6604.0,22,124.0,Redação
Centro-Oeste,Mato Grosso do Sul,701-800,4033.0,22,77.0,Redação
Centro-Oeste,Mato Grosso do Sul,801-900,3908.0,22,91.0,Redação
Centro-Oeste,Mato Grosso do Sul,901-1.000,2645.0,22,90.0,Redação
Centro-Oeste,Mato Grosso do Sul,>1.001,0.0,22,0.0,Redação
Centro-Oeste,Mato Grosso ,0 -100,8.0,22,0.0,Redação
Centro-Oeste,Mato Grosso ,101-200,33.0,22,1.0,Redação
Centro-Oeste,Mato Grosso ,201-300,798.0,22,18.0,Redação
Centro-Oeste,Mato Grosso ,301-400,3375.0,22,81.0,Redação
Centro-Oeste,Mato Grosso ,401-500,5571.0,22,120.0,Redação
Centro-Oeste,Mato Grosso ,501-600,9449.0,22,218.0,Redação
Centro-Oeste,Mato Grosso ,601-700,8358.0,22,158.0,Redação
Centro-Oeste,Mato Grosso ,701-800,5090.0,22,79.0,Redação
Centro-Oeste,Mato Grosso ,801-900,5217.0,22,86.0,Redação
Centro-Oeste,Mato Grosso ,901-1.000,3960.0,22,99.0,Redação
Centro-Oeste,Mato Grosso ,>1.001,0.0,22,0.0,Redação
Centro-Oeste,Goiás,0 -100,15.0,22,1.0,Redação
Centro-Oeste,Goiás,101-200,74.0,22,2.0,Redação
Centro-Oeste,Goiás,201-300,1457.0,22,24.0,Redação
Centro-Oeste,Goiás,301-400,5953.0,22,108.0,Redação
Centro-Oeste,Goiás,401-500,10464.0,22,216.0,Redação
Centro-Oeste,Goiás,501-600,19841.0,22,441.0,Redação
Centro-Oeste,Goiás,601-700,19836.0,22,329.0,Redação
Centro-Oeste,Goiás,701-800,13859.0,22,232.0,Redação
Centro-Oeste,Goiás,801-900,15247.0,22,266.0,Redação
Centro-Oeste,Goiás,901-1.000,12166.0,22,293.0,Redação
Centro-Oeste,Goiás,>1.001,4.0,22,0.0,Redação
Centro-Oeste,Distrito Federal,0 -100,3.0,22,0.0,Redação
Centro-Oeste,Distrito Federal,101-200,32.0,22,4.0,Redação
Centro-Oeste,Distrito Federal,201-300,575.0,22,17.0,Redação
Centro-Oeste,Distrito Federal,301-400,2587.0,22,82.0,Redação
Centro-Oeste,Distrito Federal,401-500,4958.0,22,153.0,Redação
Centro-Oeste,Distrito Federal,501-600,11262.0,22,354.0,Redação
Centro-Oeste,Distrito Federal,601-700,11368.0,22,296.0,Redação
Centro-Oeste,Distrito Federal,701-800,7227.0,22,147.0,Redação
Centro-Oeste,Distrito Federal,801-900,7241.0,22,188.0,Redação
Centro-Oeste,Distrito Federal,901-1.000,5366.0,22,214.0,Redação
Centro-Oeste,Distrito Federal,>1.001,1.0,22,0.0,Redação
Norte,Rondônia,0 -100,6.0,23,0.0,Redação
Norte,Rondônia,101-200,18.0,23,1.0,Redação
Norte,Rondônia,201-300,416.0,23,15.0,Redação
Norte,Rondônia,301-400,1621.0,23,25.0,Redação
Norte,Rondônia,401-500,2978.0,23,83.0,Redação
Norte,Rondônia,501-600,5328.0,23,137.0,Redação
Norte,Rondônia,601-700,4942.0,23,95.0,Redação
Norte,Rondônia,701-800,3028.0,23,56.0,Redação
Norte,Rondônia,801-900,2916.0,23,40.0,Redação
Norte,Rondônia,901-1.000,1719.0,23,38.0,Redação
Norte,Rondônia,>1.001,0.0,23,0.0,Redação
Norte,Acre,0 -100,9.0,23,1.0,Redação
Norte,Acre,101-200,21.0,23,2.0,Redação
Norte,Acre,201-300,352.0,23,11.0,Redação
Norte,Acre,301-400,1398.0,23,36.0,Redação
Norte,Acre,401-500,2142.0,23,69.0,Redação
Norte,Acre,501-600,3784.0,23,122.0,Redação
Norte,Acre,601-700,3130.0,23,115.0,Redação
Norte,Acre,701-800,1700.0,23,41.0,Redação
Norte,Acre,801-900,1535.0,23,34.0,Redação
Norte,Acre,901-1.000,1246.0,23,26.0,Redação
Norte,Acre,>1.001,0.0,23,0.0,Redação
Norte,Amazonas,0 -100,9.0,23,0.0,Redação
Norte,Amazonas,101-200,53.0,23,6.0,Redação
Norte,Amazonas,201-300,1133.0,23,35.0,Redação
Norte,Amazonas,301-400,4637.0,23,128.0,Redação
Norte,Amazonas,401-500,8075.0,23,205.0,Redação
Norte,Amazonas,501-600,13636.0,23,434.0,Redação
Norte,Amazonas,601-700,9614.0,23,256.0,Redação
Norte,Amazonas,701-800,4827.0,23,109.0,Redação
Norte,Amazonas,801-900,3993.0,23,96.0,Redação
Norte,Amazonas,901-1.000,2358.0,23,52.0,Redação
Norte,Amazonas,>1.001,1.0,23,0.0,Redação
Norte,Roraima,0 -100,1.0,23,0.0,Redação
Norte,Roraima,101-200,5.0,23,0.0,Redação
Norte,Roraima,201-300,128.0,23,1.0,Redação
Norte,Roraima,301-400,492.0,23,14.0,Redação
Norte,Roraima,401-500,792.0,23,11.0,Redação
Norte,Roraima,501-600,1497.0,23,26.0,Redação
Norte,Roraima,601-700,1270.0,23,27.0,Redação
Norte,Roraima,701-800,732.0,23,20.0,Redação
Norte,Roraima,801-900,762.0,23,30.0,Redação
Norte,Roraima,901-1.000,470.0,23,11.0,Redação
Norte,Roraima,>1.001,0.0,23,0.0,Redação
Norte,Pará,0 -100,32.0,23,1.0,Redação
Norte,Pará,101-200,158.0,23,7.0,Redação
Norte,Pará,201-300,3382.0,23,120.0,Redação
Norte,Pará,301-400,13218.0,23,425.0,Redação
Norte,Pará,401-500,21912.0,23,706.0,Redação
Norte,Pará,501-600,35281.0,23,1146.0,Redação
Norte,Pará,601-700,29126.0,23,835.0,Redação
Norte,Pará,701-800,17337.0,23,480.0,Redação
Norte,Pará,801-900,17979.0,23,398.0,Redação
Norte,Pará,901-1.000,15327.0,23,348.0,Redação
Norte,Pará,>1.001,3.0,23,0.0,Redação
Norte,Amapá,0 -100,3.0,23,0.0,Redação
Norte,Amapá,101-200,14.0,23,1.0,Redação
Norte,Amapá,201-300,346.0,23,11.0,Redação
Norte,Amapá,301-400,1545.0,23,42.0,Redação
Norte,Amapá,401-500,2666.0,23,92.0,Redação
Norte,Amapá,501-600,4675.0,23,173.0,Redação
Norte,Amapá,601-700,3661.0,23,152.0,Redação
Norte,Amapá,701-800,1957.0,23,53.0,Redação
Norte,Amapá,801-900,1837.0,23,36.0,Redação
Norte,Amapá,901-1.000,1437.0,23,30.0,Redação
Norte,Amapá,>1.001,0.0,23,0.0,Redação
Norte,Tocantis,0 -100,3.0,23,0.0,Redação
Norte,Tocantis,101-200,23.0,23,0.0,Redação
Norte,Tocantis,201-300,449.0,23,7.0,Redação
Norte,Tocantis,301-400,1859.0,23,24.0,Redação
Norte,Tocantis,401-500,2872.0,23,49.0,Redação
Norte,Tocantis,501-600,4847.0,23,90.0,Redação
Norte,Tocantis,601-700,4566.0,23,75.0,Redação
Norte,Tocantis,701-800,2770.0,23,40.0,Redação
Norte,Tocantis,801-900,2867.0,23,48.0,Redação
Norte,Tocantis,901-1.000,1970.0,23,30.0,Redação
Norte,Tocantis,>1.001,1.0,23,0.0,Redação
Nordeste,Maranhão,0 -100,19.0,23,1.0,Redação
Nordeste,Maranhão,101-200,132.0,23,1.0,Redação
Nordeste,Maranhão,201-300,2543.0,23,75.0,Redação
Nordeste,Maranhão,301-400,10135.0,23,269.0,Redação
Nordeste,Maranhão,401-500,15792.0,23,402.0,Redação
Nordeste,Maranhão,501-600,24775.0,23,810.0,Redação
Nordeste,Maranhão,601-700,21221.0,23,630.0,Redação
Nordeste,Maranhão,701-800,12992.0,23,294.0,Redação
Nordeste,Maranhão,801-900,13676.0,23,239.0,Redação
Nordeste,Maranhão,901-1.000,10920.0,23,239.0,Redação
Nordeste,Maranhão,>1.001,0.0,23,0.0,Redação
Nordeste,Piauí,0 -100,9.0,23,0.0,Redação
Nordeste,Piauí,101-200,95.0,23,5.0,Redação
Nordeste,Piauí,201-300,1498.0,23,45.0,Redação
Nordeste,Piauí,301-400,5397.0,23,173.0,Redação
Nordeste,Piauí,401-500,8653.0,23,249.0,Redação
Nordeste,Piauí,501-600,13874.0,23,405.0,Redação
Nordeste,Piauí,601-700,12351.0,23,384.0,Redação
Nordeste,Piauí,701-800,8456.0,23,190.0,Redação
Nordeste,Piauí,801-900,9610.0,23,197.0,Redação
Nordeste,Piauí,901-1.000,9371.0,23,145.0,Redação
Nordeste,Piauí,>1.001,6.0,23,0.0,Redação
Nordeste,Ceará,0 -100,86.0,23,1.0,Redação
Nordeste,Ceará,101-200,254.0,23,2.0,Redação
Nordeste,Ceará,201-300,3207.0,23,37.0,Redação
Nordeste,Ceará,301-400,11198.0,23,150.0,Redação
Nordeste,Ceará,401-500,18132.0,23,259.0,Redação
Nordeste,Ceará,501-600,31787.0,23,621.0,Redação
Nordeste,Ceará,601-700,33441.0,23,659.0,Redação
Nordeste,Ceará,701-800,23384.0,23,418.0,Redação
Nordeste,Ceará,801-900,25930.0,23,407.0,Redação
Nordeste,Ceará,901-1.000,21619.0,23,454.0,Redação
Nordeste,Ceará,>1.001,4.0,23,0.0,Redação
Nordeste,Rio Grande do Norte,0 -100,9.0,23,0.0,Redação
Nordeste,Rio Grande do Norte,101-200,68.0,23,5.0,Redação
Nordeste,Rio Grande do Norte,201-300,1124.0,23,36.0,Redação
Nordeste,Rio Grande do Norte,301-400,4812.0,23,192.0,Redação
Nordeste,Rio Grande do Norte,401-500,7952.0,23,305.0,Redação
Nordeste,Rio Grande do Norte,501-600,15719.0,23,627.0,Redação
Nordeste,Rio Grande do Norte,601-700,15260.0,23,587.0,Redação
Nordeste,Rio Grande do Norte,701-800,9593.0,23,307.0,Redação
Nordeste,Rio Grande do Norte,801-900,9787.0,23,262.0,Redação
Nordeste,Rio Grande do Norte,901-1.000,8087.0,23,224.0,Redação
Nordeste,Rio Grande do Norte,>1.001,6.0,23,0.0,Redação
Nordeste,Paraíba,0 -100,11.0,23,0.0,Redação
Nordeste,Paraíba,101-200,75.0,23,6.0,Redação
Nordeste,Paraíba,201-300,1503.0,23,45.0,Redação
Nordeste,Paraíba,301-400,5946.0,23,178.0,Redação
Nordeste,Paraíba,401-500,9504.0,23,309.0,Redação
Nordeste,Paraíba,501-600,17374.0,23,606.0,Redação
Nordeste,Paraíba,601-700,17480.0,23,572.0,Redação
Nordeste,Paraíba,701-800,11692.0,23,295.0,Redação
Nordeste,Paraíba,801-900,12911.0,23,248.0,Redação
Nordeste,Paraíba,901-1.000,10654.0,23,195.0,Redação
Nordeste,Paraíba,>1.001,0.0,23,0.0,Redação
Nordeste,Pernambuco,0 -100,20.0,23,0.0,Redação
Nordeste,Pernambuco,101-200,126.0,23,6.0,Redação
Nordeste,Pernambuco,201-300,2474.0,23,52.0,Redação
Nordeste,Pernambuco,301-400,9933.0,23,221.0,Redação
Nordeste,Pernambuco,401-500,16593.0,23,389.0,Redação
Nordeste,Pernambuco,501-600,30127.0,23,818.0,Redação
Nordeste,Pernambuco,601-700,30428.0,23,797.0,Redação
Nordeste,Pernambuco,701-800,20710.0,23,456.0,Redação
Nordeste,Pernambuco,801-900,21771.0,23,444.0,Redação
Nordeste,Pernambuco,901-1.000,16215.0,23,348.0,Redação
Nordeste,Pernambuco,>1.001,2.0,23,0.0,Redação
Nordeste,Alagoas,0 -100,13.0,23,1.0,Redação
Nordeste,Alagoas,101-200,62.0,23,1.0,Redação
Nordeste,Alagoas,201-300,1199.0,23,22.0,Redação
Nordeste,Alagoas,301-400,4376.0,23,143.0,Redação
Nordeste,Alagoas,401-500,6858.0,23,203.0,Redação
Nordeste,Alagoas,501-600,11952.0,23,371.0,Redação
Nordeste,Alagoas,601-700,11091.0,23,316.0,Redação
Nordeste,Alagoas,701-800,7167.0,23,170.0,Redação
Nordeste,Alagoas,801-900,7419.0,23,166.0,Redação
Nordeste,Alagoas,901-1.000,5549.0,23,157.0,Redação
Nordeste,Alagoas,>1.001,0.0,23,0.0,Redação
Nordeste,Sergipe,0 -100,14.0,23,0.0,Redação
Nordeste,Sergipe,101-200,44.0,23,2.0,Redação
Nordeste,Sergipe,201-300,752.0,23,25.0,Redação
Nordeste,Sergipe,301-400,2985.0,23,71.0,Redação
Nordeste,Sergipe,401-500,4784.0,23,152.0,Redação
Nordeste,Sergipe,501-600,8342.0,23,245.0,Redação
Nordeste,Sergipe,601-700,8598.0,23,265.0,Redação
Nordeste,Sergipe,701-800,6183.0,23,177.0,Redação
Nordeste,Sergipe,801-900,7426.0,23,171.0,Redação
Nordeste,Sergipe,901-1.000,6041.0,23,134.0,Redação
Nordeste,Sergipe,>1.001,3.0,23,0.0,Redação
Nordeste,Bahia,0 -100,33.0,23,1.0,Redação
Nordeste,Bahia,101-200,196.0,23,10.0,Redação
Nordeste,Bahia,201-300,4017.0,23,141.0,Redação
Nordeste,Bahia,301-400,16141.0,23,551.0,Redação
Nordeste,Bahia,401-500,27609.0,23,1005.0,Redação
Nordeste,Bahia,501-600,49984.0,23,1858.0,Redação
Nordeste,Bahia,601-700,45682.0,23,1549.0,Redação
Nordeste,Bahia,701-800,29062.0,23,762.0,Redação
Nordeste,Bahia,801-900,29114.0,23,639.0,Redação
Nordeste,Bahia,901-1.000,20796.0,23,505.0,Redação
Nordeste,Bahia,>1.001,4.0,23,0.0,Redação
Sudeste,Minas Gerais,0 -100,6.0,23,0.0,Redação
Sudeste,Minas Gerais,101-200,75.0,23,1.0,Redação
Sudeste,Minas Gerais,201-300,2581.0,23,70.0,Redação
Sudeste,Minas Gerais,301-400,12439.0,23,291.0,Redação
Sudeste,Minas Gerais,401-500,23288.0,23,583.0,Redação
Sudeste,Minas Gerais,501-600,49971.0,23,1413.0,Redação
Sudeste,Minas Gerais,601-700,53009.0,23,1328.0,Redação
Sudeste,Minas Gerais,701-800,37054.0,23,813.0,Redação
Sudeste,Minas Gerais,801-900,41905.0,23,851.0,Redação
Sudeste,Minas Gerais,901-1.000,36463.0,23,873.0,Redação
Sudeste,Minas Gerais,>1.001,2.0,23,0.0,Redação
Sudeste,Espirito Santo,0 -100,3.0,23,0.0,Redação
Sudeste,Espirito Santo,101-200,22.0,23,1.0,Redação
Sudeste,Espirito Santo,201-300,564.0,23,18.0,Redação
Sudeste,Espirito Santo,301-400,2589.0,23,61.0,Redação
Sudeste,Espirito Santo,401-500,4733.0,23,111.0,Redação
Sudeste,Espirito Santo,501-600,10096.0,23,260.0,Redação
Sudeste,Espirito Santo,601-700,10842.0,23,254.0,Redação
Sudeste,Espirito Santo,701-800,7161.0,23,123.0,Redação
Sudeste,Espirito Santo,801-900,7735.0,23,117.0,Redação
Sudeste,Espirito Santo,901-1.000,6446.0,23,115.0,Redação
Sudeste,Espirito Santo,>1.001,2.0,23,0.0,Redação
Sudeste,Rio de Janeiro,0 -100,7.0,23,0.0,Redação
Sudeste,Rio de Janeiro,101-200,76.0,23,4.0,Redação
Sudeste,Rio de Janeiro,201-300,2278.0,23,53.0,Redação
Sudeste,Rio de Janeiro,301-400,10772.0,23,273.0,Redação
Sudeste,Rio de Janeiro,401-500,18953.0,23,507.0,Redação
Sudeste,Rio de Janeiro,501-600,38814.0,23,1127.0,Redação
Sudeste,Rio de Janeiro,601-700,39844.0,23,1052.0,Redação
Sudeste,Rio de Janeiro,701-800,26728.0,23,581.0,Redação
Sudeste,Rio de Janeiro,801-900,28403.0,23,521.0,Redação
Sudeste,Rio de Janeiro,901-1.000,22738.0,23,431.0,Redação
Sudeste,Rio de Janeiro,>1.001,7.0,23,0.0,Redação
Sudeste,São Paulo,0 -100,25.0,23,0.0,Redação
Sudeste,São Paulo,101-200,149.0,23,2.0,Redação
Sudeste,São Paulo,201-300,4343.0,23,86.0,Redação
Sudeste,São Paulo,301-400,21152.0,23,378.0,Redação
Sudeste,São Paulo,401-500,40625.0,23,733.0,Redação
Sudeste,São Paulo,501-600,89118.0,23,1770.0,Redação
Sudeste,São Paulo,601-700,96778.0,23,1508.0,Redação
Sudeste,São Paulo,701-800,65787.0,23,810.0,Redação
Sudeste,São Paulo,801-900,63724.0,23,757.0,Redação
Sudeste,São Paulo,901-1.000,38788.0,23,609.0,Redação
Sudeste,São Paulo,>1.001,7.0,23,1.0,Redação
Sul,Paraná,0 -100,5.0,23,0.0,Redação
Sul,Paraná,101-200,44.0,23,0.0,Redação
Sul,Paraná,201-300,1365.0,23,17.0,Redação
Sul,Paraná,301-400,7289.0,23,102.0,Redação
Sul,Paraná,401-500,14414.0,23,209.0,Redação
Sul,Paraná,501-600,29627.0,23,466.0,Redação
Sul,Paraná,601-700,27156.0,23,385.0,Redação
Sul,Paraná,701-800,15804.0,23,186.0,Redação
Sul,Paraná,801-900,14148.0,23,216.0,Redação
Sul,Paraná,901-1.000,8314.0,23,177.0,Redação
Sul,Paraná,>1.001,0.0,23,0.0,Redação
Sul,Santa Catarina,0 -100,2.0,23,0.0,Redação
Sul,Santa Catarina,101-200,15.0,23,0.0,Redação
Sul,Santa Catarina,201-300,569.0,23,12.0,Redação
Sul,Santa Catarina,301-400,3114.0,23,52.0,Redação
Sul,Santa Catarina,401-500,6002.0,23,130.0,Redação
Sul,Santa Catarina,501-600,13714.0,23,245.0,Redação
Sul,Santa Catarina,601-700,15154.0,23,230.0,Redação
Sul,Santa Catarina,701-800,9976.0,23,106.0,Redação
Sul,Santa Catarina,801-900,9465.0,23,112.0,Redação
Sul,Santa Catarina,901-1.000,5919.0,23,74.0,Redação
Sul,Santa Catarina,>1.001,1.0,23,0.0,Redação
Sul,Rio Grande do Sul,0 -100,4.0,23,0.0,Redação
Sul,Rio Grande do Sul,101-200,41.0,23,1.0,Redação
Sul,Rio Grande do Sul,201-300,1243.0,23,33.0,Redação
Sul,Rio Grande do Sul,301-400,6204.0,23,162.0,Redação
Sul,Rio Grande do Sul,401-500,11744.0,23,379.0,Redação
Sul,Rio Grande do Sul,501-600,25826.0,23,758.0,Redação
Sul,Rio Grande do Sul,601-700,25044.0,23,568.0,Redação
Sul,Rio Grande do Sul,701-800,16053.0,23,262.0,Redação
Sul,Rio Grande do Sul,801-900,16214.0,23,236.0,Redação
Sul,Rio Grande do Sul,901-1.000,12018.0,23,238.0,Redação
Sul,Rio Grande do Sul,>1.001,6.0,23,0.0,Redação
Centro-Oeste,Mato Grosso do Sul,0 -100,2.0,23,0.0,Redação
Centro-Oeste,Mato Grosso do Sul,101-200,19.0,23,1.0,Redação
Centro-Oeste,Mato Grosso do Sul,201-300,579.0,23,14.0,Redação
Centro-Oeste,Mato Grosso do Sul,301-400,2446.0,23,44.0,Redação
Centro-Oeste,Mato Grosso do Sul,401-500,4113.0,23,91.0,Redação
Centro-Oeste,Mato Grosso do Sul,501-600,7548.0,23,143.0,Redação
Centro-Oeste,Mato Grosso do Sul,601-700,6604.0,23,98.0,Redação
Centro-Oeste,Mato Grosso do Sul,701-800,4033.0,23,55.0,Redação
Centro-Oeste,Mato Grosso do Sul,801-900,3908.0,23,43.0,Redação
Centro-Oeste,Mato Grosso do Sul,901-1.000,2645.0,23,51.0,Redação
Centro-Oeste,Mato Grosso do Sul,>1.001,0.0,23,0.0,Redação
Centro-Oeste,Mato Grosso ,0 -100,8.0,23,0.0,Redação
Centro-Oeste,Mato Grosso ,101-200,33.0,23,0.0,Redação
Centro-Oeste,Mato Grosso ,201-300,798.0,23,8.0,Redação
Centro-Oeste,Mato Grosso ,301-400,3375.0,23,58.0,Redação
Centro-Oeste,Mato Grosso ,401-500,5571.0,23,93.0,Redação
Centro-Oeste,Mato Grosso ,501-600,9449.0,23,172.0,Redação
Centro-Oeste,Mato Grosso ,601-700,8358.0,23,143.0,Redação
Centro-Oeste,Mato Grosso ,701-800,5090.0,23,68.0,Redação
Centro-Oeste,Mato Grosso ,801-900,5217.0,23,65.0,Redação
Centro-Oeste,Mato Grosso ,901-1.000,3960.0,23,50.0,Redação
Centro-Oeste,Mato Grosso ,>1.001,0.0,23,0.0,Redação
Centro-Oeste,Goiás,0 -100,15.0,23,0.0,Redação
Centro-Oeste,Goiás,101-200,74.0,23,1.0,Redação
Centro-Oeste,Goiás,201-300,1457.0,23,29.0,Redação
Centro-Oeste,Goiás,301-400,5953.0,23,85.0,Redação
Centro-Oeste,Goiás,401-500,10464.0,23,172.0,Redação
Centro-Oeste,Goiás,501-600,19841.0,23,337.0,Redação
Centro-Oeste,Goiás,601-700,19836.0,23,257.0,Redação
Centro-Oeste,Goiás,701-800,13859.0,23,162.0,Redação
Centro-Oeste,Goiás,801-900,15247.0,23,166.0,Redação
Centro-Oeste,Goiás,901-1.000,12166.0,23,191.0,Redação
Centro-Oeste,Goiás,>1.001,4.0,23,0.0,Redação
Centro-Oeste,Distrito Federal,0 -100,3.0,23,0.0,Redação
Centro-Oeste,Distrito Federal,101-200,32.0,23,2.0,Redação
Centro-Oeste,Distrito Federal,201-300,575.0,23,24.0,Redação
Centro-Oeste,Distrito Federal,301-400,2587.0,23,74.0,Redação
Centro-Oeste,Distrito Federal,401-500,4958.0,23,149.0,Redação
Centro-Oeste,Distrito Federal,501-600,11262.0,23,283.0,Redação
Centro-Oeste,Distrito Federal,601-700,11368.0,23,229.0,Redação
Centro-Oeste,Distrito Federal,701-800,7227.0,23,107.0,Redação
Centro-Oeste,Distrito Federal,801-900,7241.0,23,120.0,Redação
Centro-Oeste,Distrito Federal,901-1.000,5366.0,23,128.0,Redação
Centro-Oeste,Distrito Federal,>1.001,1.0,23,0.0,Redação
Norte,Rondônia,0 -100,6.0,24,0.0,Redação
Norte,Rondônia,101-200,18.0,24,0.0,Redação
Norte,Rondônia,201-300,416.0,24,8.0,Redação
Norte,Rondônia,301-400,1621.0,24,46.0,Redação
Norte,Rondônia,401-500,2978.0,24,75.0,Redação
Norte,Rondônia,501-600,5328.0,24,113.0,Redação
Norte,Rondônia,601-700,4942.0,24,79.0,Redação
